"model_AIC","model_AICc","model_family","model_link","model_formula","matssname","model_p","modelcomplexity","minAICc","deltaAICc","rank","begin_real","end_real","begin_sim","end_sim","ratio_sim","ratio_real","model_cor","model_cor_squared","model_begin","model_end","model_span","model_observations","real_overlap","sim_overlap","real_turnover","sim_turnover","begin_years","end_years","real_begin_mean_mass","real_end_mean_mass","sim_begin_mean_mass","sim_end_mean_mass","real_mass_ratio","sim_mass_ratio","sp_turnover_bcd","countrynum","statenum","route","routename","active","latitude","longitude","stratum","bcr","routetypeid","routetypedetailid","regionname","Best fitting model","categorical_fit","abs_log_ratio","log_ratio","isd_turnover"
1338.84527648223,1339.04866631274,"Gamma","log","1","bbs_rtrg_1_58",NA,1,1339.04866631274,0,1,30550.1591098936,30550.1591098936,30550.1591098936,30550.1591098936,1,1,NA,NA,1988,2018,30,31,0.81896206086455,0.936647872594015,0.18103793913545,0.0633521274059846,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",57.202477590897,118.722247180482,66.6661474803911,69.603943446469,2.07547386372955,1.04406728267809,0.322623828647925,840,58,1,"PETERBOROUGH",1,42.9015085,-71.8661202,27,14,1,1,"NEW HAMPSHIRE","No trend","No trend",0.730189495673078,0.730189495673078,0.18103793913545
1370.55087481653,1370.9794462451,"Gamma","log","timeperiod","bbs_rtrg_1_64",3.25761469635657e-10,2,1370.9794462451,0,1,73845.0159832162,147885.793231257,73845.0159832162,147885.793231257,2.0026509746422,2.0026509746422,0.708595924124579,0.502108183685965,1988,2018,30,30,0.73563631243327,0.963682698630185,0.26436368756673,0.0363173013698146,"1988, 1989, 1991, 1992, 1993","2014, 2015, 2016, 2017, 2018",105.930455517456,99.7206116294709,93.5845550156006,96.3156046982662,0.941378106441146,1.02918269667693,0.463516462662492,840,64,1,"FORMAN",1,46.1531849,-97.6746757,37,11,1,1,"NORTH DAKOTA","Coupled trend","Coupled trend",0.0604104066684203,-0.0604104066684203,0.26436368756673
1411.3355843782,1412.40701294963,"Gamma","log","timeperiod * source","bbs_rtrg_1_76",7.03173620833694e-05,4,1412.40701294963,0,1,75378.2345990413,123410.952850305,115497.671109722,87931.5330131347,0.761327325202952,1.63722264798006,0.476618044305713,0.227164760157803,1988,2018,30,31,0.814549872207277,0.938269747842144,0.185450127792723,0.0617302521578559,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",81.1632888797306,128.87045205862,105.383756614828,109.30596090061,1.58779238541679,1.03721830016098,0.280724450194049,124,76,1,"EARDLEY",1,45.55411,-76.11098,18,12,1,1,"Quebec","Decoupled trends","Decoupled trends",0.4623446146158,0.4623446146158,0.185450127792723
1254.93204186717,1255.39358032871,"Gamma","log","timeperiod","bbs_rtrg_1_81",3.18735111362824e-08,2,1255.39358032871,0,1,121252.465548139,64097.9937166261,121252.465548139,64097.9937166261,0.528632497713444,0.528632497713444,0.643292397791558,0.413825109056412,1988,2018,30,28,0.802488594526731,0.943625773840499,0.197511405473269,0.0563742261595007,"1988, 1989, 1990, 1992, 1993","2014, 2015, 2016, 2017, 2018",117.569624310039,126.093361812342,121.688187232102,122.686819370432,1.07249948745116,1.00820648380952,0.373303504847129,840,81,1,"LENNOX",1,43.3306215,-96.8856776,37,11,1,1,"SOUTH DAKOTA","Coupled trend","Coupled trend",0.0699918939189005,0.0699918939189005,0.197511405473269
1232.10261465796,1232.5641531195,"Gamma","log","timeperiod","bbs_rtrg_1_82",1.23392872373564e-10,2,1232.5641531195,0,1,56881.0582499278,108591.051271903,56881.0582499278,108591.051271903,1.90908985544482,1.90908985544482,0.780236774720538,0.608769424626307,1988,2016,28,28,0.848860538705458,0.948358689737527,0.151139461294542,0.0516413102624731,"1988, 1989, 1990, 1991, 1992","2012, 2013, 2014, 2015, 2016",69.5865321063585,81.1353098057402,74.4786493157208,76.7831907635212,1.1659628285791,1.03094230989651,0.283127129280975,840,82,1,"TIPTONVILLE",1,36.4175101,-89.4379279,5,26,1,1,"TENNESSEE","Coupled trend","Coupled trend",0.153547207985408,0.153547207985408,0.151139461294542
1444.78557618637,1445.23002063081,"Gamma","log","timeperiod","bbs_rtrg_1_83",0.0157684485932461,2,1445.23002063081,0,1,202740.556754191,129578.913697681,202740.556754191,129578.913697681,0.639136617617102,0.639136617617102,0.301550907281964,0.0909329496825755,1988,2018,30,29,0.75458139835793,0.962766461421853,0.24541860164207,0.0372335385781466,"1988, 1989, 1990, 1991, 1992","2013, 2015, 2016, 2017, 2018",121.540522627368,107.688872538291,104.367543006225,105.148630704217,0.886032659810548,1.00748400964029,0.416555313313173,840,83,1,"LAG ATASCOSA",1,26.1912547,-97.3519969,7,37,1,1,"TEXAS","Coupled trend","Coupled trend",0.121001466967791,-0.121001466967791,0.24541860164207
1311.22612328336,1311.65469471193,"Gamma","log","timeperiod","bbs_rtrg_1_89",1.10765036671835e-06,2,1311.65469471193,0,1,32226.0537979532,66240.0623892003,32226.0537979532,66240.0623892003,2.05548165482823,2.05548165482823,0.55562108782269,0.308714793233269,1988,2018,30,30,0.861474154569763,0.933205324845148,0.138525845430237,0.0667946751548518,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",54.7972887827507,76.9259199980157,73.6063122671361,67.8398784069545,1.4038271182174,0.921658432781502,0.359759334631039,840,89,1,"OZETTE",1,48.2533397,-124.2718359,93,5,1,1,"WASHINGTON","Coupled trend","Coupled trend",0.339202162849072,0.339202162849072,0.138525845430237
1167.46122419748,1167.69651831513,"Gamma","log","1","bbs_rtrg_10_2",NA,1,1167.41638289455,-0.280135420578063,1,53125.0397087276,53125.0397087276,53125.0397087276,53125.0397087276,1,1,NA,NA,1989,2018,29,27,0.790868486036019,0.87641337982104,0.209131513963981,0.12358662017896,"1989, 1990, 1991, 1992, 1993","2012, 2013, 2016, 2017, 2018",84.6482836585313,81.5560300124394,81.8195867718928,82.6947587914884,0.963469387535771,1.01069636323189,0.22869523350987,840,2,10,"MILLERVILLE",1,33.1913463,-85.9258408,11,29,1,1,"ALABAMA","No trend","No trend",0.037214563780078,-0.037214563780078,0.209131513963981
1282.23516790543,1282.663739334,"Gamma","log","timeperiod","bbs_rtrg_10_25",1.30940841320189e-15,2,1282.663739334,0,1,85204.4912585347,34599.5576574142,85204.4912585347,34599.5576574142,0.406076688521374,0.406076688521374,0.824483987269479,0.679773845263778,1988,2018,30,30,0.793363400394029,0.909340883205162,0.206636599605971,0.0906591167948378,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",90.8742661250525,109.183436723885,108.537799246899,98.8355316757845,1.20147805731534,0.91060932100674,0.395740110971899,840,25,10,"COVINGTON",1,30.2734632,-83.8569684,3,27,1,1,"FLORIDA","Coupled trend","Coupled trend",0.183552513285495,0.183552513285495,0.206636599605971
1252.5980835641,1253.05962202564,"Gamma","log","timeperiod","bbs_rtrg_10_27",0.000832735304765293,2,1253.05962202564,0,1,65908.4175440566,94053.0585078591,65908.4175440566,94053.0585078591,1.42702650150854,1.42702650150854,0.447485126996511,0.200242938883083,1988,2018,30,28,0.786121837915392,0.93212224523248,0.213878162084608,0.0678777547675201,"1988, 1992, 1993, 1994, 1995","2014, 2015, 2016, 2017, 2018",99.5008021206149,131.807378649988,111.953076064934,110.635742262338,1.32468659388506,0.988233161169846,0.261027923917442,840,27,10,"CUTHBERT",1,31.7456477,-84.7198949,4,27,1,1,"GEORGIA","Coupled trend","Coupled trend",0.281175898542925,0.281175898542925,0.213878162084608
1109.76273884447,1109.98092066265,"Gamma","log","1","bbs_rtrg_10_3",NA,1,1109.98092066265,0,1,17183.6795303388,17183.6795303388,17183.6795303388,17183.6795303388,1,1,NA,NA,1989,2018,29,29,0.856003678494882,0.932191002174112,0.143996321505118,0.0678089978258876,"1989, 1990, 1991, 1992, 1993","2014, 2015, 2016, 2017, 2018",36.2741240988918,42.372943776444,36.5355663389981,38.8071115130283,1.16813141127613,1.06217353120938,0.213892418466751,840,3,10,"NORTHWAY",1,63.0127307,-141.8052529,25,4,1,1,"ALASKA","No trend","No trend",0.155405387731522,0.155405387731522,0.143996321505118
1308.81875378119,1309.26319822564,"Gamma","log","timeperiod","bbs_rtrg_10_33",1.1917541349559e-12,2,1309.26319822564,0,1,33383.6709936545,112232.41949877,33383.6709936545,112232.41949877,3.36189568607068,3.36189568607068,0.707860597785905,0.501066625897819,1988,2018,30,29,0.781230528674665,0.930417057688316,0.218769471325335,0.069582942311684,"1988, 1989, 1990, 1992, 1993","2014, 2015, 2016, 2017, 2018",103.322400588009,89.9669723496405,92.2501424193677,86.3561809672337,0.870740244493327,0.936108917584754,0.489297058417346,840,33,10,"BAKER",1,45.0341095,-113.5624829,65,9,1,1,"IDAHO","Coupled trend","Coupled trend",0.138411573366599,-0.138411573366599,0.218769471325335
1311.00782706318,1311.45227150763,"Gamma","log","timeperiod","bbs_rtrg_10_34",3.19958646970774e-05,2,1311.45227150763,0,1,140685.01212484,103120.344334209,140685.01212484,103120.344334209,0.732987421877628,0.732987421877628,0.501602668768661,0.251605237315843,1988,2018,30,29,0.886468870127215,0.958901795889919,0.113531129872785,0.0410982041100806,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",88.2516572656577,75.7628665242905,80.205849089843,81.4684686563432,0.858486615115079,1.01574223801416,0.215509467989179,840,34,10,"SHEFFIELD",1,41.3504896,-89.7704347,32,22,1,1,"ILLINOIS","Coupled trend","Coupled trend",0.152584189779451,-0.152584189779451,0.113531129872785
1412.61736571035,1413.68879428178,"Gamma","log","timeperiod * source","bbs_rtrg_10_35",0.00415964513356454,4,1413.68879428178,0,1,174168.669394618,85892.2825142699,137174.255409274,106584.048378777,0.776997462539693,0.493155759947053,0.661886050547463,0.438093143909319,1988,2018,30,31,0.816446358272266,0.948267831921368,0.183553641727734,0.0517321680786319,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",139.597149018206,95.6798400676914,123.632797637836,124.914135591443,0.685399671416017,1.01036406178691,0.277705907718844,840,35,10,"FOWLER",1,40.6790779,-87.3633993,31,22,1,1,"INDIANA","Decoupled trends","Decoupled trends",0.377753148946447,-0.377753148946447,0.183553641727734
1345.72552904137,1345.95194413571,"Gamma","log","1","bbs_rtrg_10_38",NA,1,1345.95194413571,0,1,142776.12497246,142776.12497246,142776.12497246,142776.12497246,1,1,NA,NA,1988,2017,29,28,0.792537099361869,0.944731014106369,0.207462900638131,0.0552689858936308,"1988, 1989, 1990, 1991, 1992","2011, 2014, 2015, 2016, 2017",167.811243002818,172.06544777115,190.78566996493,183.049424698896,1.02535113078366,0.959450595700105,0.318243061169496,840,38,10,"COLDWATER",1,37.1645227,-99.2722929,34,19,1,1,"KANSAS","No trend","No trend",0.0250351205460245,0.0250351205460245,0.207462900638131
1197.69106406307,1198.94106406307,"Gamma","log","timeperiod * source","bbs_rtrg_10_39",0.00209469302443118,4,1198.94106406307,0,1,55461.7026914931,92831.2443497363,78738.9953128854,71579.1270040785,0.909068330369778,1.67379001806187,0.532323278408986,0.283368072736091,1992,2018,26,27,0.861776047815177,0.952437717948247,0.138223952184823,0.0475622820517534,"1992, 1993, 1994, 1995, 1996","2014, 2015, 2016, 2017, 2018",83.2974185837134,132.214330338009,95.7498094648678,96.5126731390623,1.58725603489302,1.00796726049334,0.182033096926714,840,39,10,"SUNNYBROOK",1,36.6171577,-84.9933879,14,28,1,1,"KENTUCKY","Decoupled trends","Decoupled trends",0.462006761167368,0.462006761167368,0.138223952184823
1106.21782624236,1106.69782624236,"Gamma","log","timeperiod","bbs_rtrg_10_4",0.000110178655339604,2,1106.69782624236,0,1,13928.1532799997,26503.5385304153,13928.1532799997,26503.5385304153,1.90287527697397,1.90287527697397,0.531355062355511,0.282338202290829,1989,2018,29,27,0.847255284068138,0.893301687793773,0.152744715931862,0.106698312206227,"1989, 1990, 1991, 1992, 1993","2012, 2014, 2016, 2017, 2018",69.6255868088791,63.2836718627859,63.6987032129845,63.5507393260265,0.908914018010339,0.997677128740544,0.390275952693824,124,4,10,"HIGHWOOD RIVER",1,50.48053,-114.42456,30,10,1,1,"Alberta","Coupled trend","Coupled trend",0.0955047789261332,-0.0955047789261332,0.152744715931862
1380.1606989201,1380.57449202354,"Gamma","log","timeperiod","bbs_rtrg_10_52",0.00317339121558205,2,1380.57449202354,0,1,116259.538345975,94403.6413163928,116259.538345975,94403.6413163928,0.812007708438153,0.812007708438153,0.355862643931011,0.126638221345569,1988,2018,30,31,0.830669442150553,0.965169515000998,0.169330557849447,0.0348304849990015,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",104.858249071723,120.879365421254,115.522333780645,114.380788558083,1.15278832606267,0.990118402345211,0.22939355726241,840,52,10,"AKERS",1,37.3759607,-91.5529269,19,24,1,1,"MISSOURI","Coupled trend","Coupled trend",0.142183639058106,0.142183639058106,0.169330557849447
1309.95297311697,1311.0244016884,"Gamma","log","timeperiod * source","bbs_rtrg_10_58",0.0012198594631825,4,1311.0244016884,0,1,18766.1359338214,42239.7878539711,31279.7761662591,27352.4537736759,0.874445316625392,2.25085164057904,0.50379229221712,0.25380667369738,1988,2018,30,31,0.812115467981223,0.874663891671042,0.187884532018777,0.125336108328958,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",53.7507620225803,130.874798895921,80.4090993586443,88.0457828166295,2.43484546025489,1.09497287643932,0.328239788421981,840,58,10,"GILMANTN I W",1,43.4146177,-71.204272,27,14,1,1,"NEW HAMPSHIRE","Decoupled trends","Decoupled trends",0.889883288506081,0.889883288506081,0.187884532018777
1254.21219777099,1254.67373623252,"Gamma","log","timeperiod","bbs_rtrg_10_59",1.92140466300194e-06,2,1254.67373623252,0,1,97830.9472230514,56555.1706827542,97830.9472230514,56555.1706827542,0.578090801408783,0.578090801408783,0.596596781908408,0.355927720183468,1988,2017,29,28,0.767155789849256,0.959753181659821,0.232844210150744,0.0402468183401791,"1988, 1989, 1990, 1991, 1992","2012, 2013, 2014, 2015, 2017",97.0546263408837,119.21749636845,120.79721331943,120.913759408081,1.22835459640764,1.00096480775879,0.355097195429589,840,59,10,"SANDBROOK",1,40.5089177,-74.9307429,10,29,1,1,"NEW JERSEY","Coupled trend","Coupled trend",0.205675547331618,0.205675547331618,0.232844210150744
1225.52234850382,1225.74876359816,"Gamma","log","1","bbs_rtrg_10_60",NA,1,1225.74876359816,0,1,57558.4992184713,57558.4992184713,57558.4992184713,57558.4992184713,1,1,NA,NA,1988,2016,28,28,0.796139163291474,0.909262943495153,0.203860836708526,0.0907370565048469,"1988, 1989, 1990, 1991, 1992","2012, 2013, 2014, 2015, 2016",95.1542396627974,86.5379313675467,98.3485642507398,92.8424407099534,0.909449034264949,0.944014194993752,0.329409786446948,840,60,10,"PECOS",1,35.5743487,-105.6755989,84,16,1,1,"NEW MEXICO","No trend","No trend",0.0949163196859611,-0.0949163196859611,0.203860836708526
1454.56325988771,1455.63468845913,"Gamma","log","timeperiod * source","bbs_rtrg_10_63",0.000187043220913432,4,1455.63468845913,0,1,109061.417443748,192362.797915442,154900.870660085,140874.259331433,0.909447821249289,1.76380247409364,0.546171270741679,0.29830305698358,1988,2018,30,31,0.83098504887812,0.970703371979168,0.16901495112188,0.0292966280208322,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",87.6715473500222,157.492721018045,117.436369684302,110.854449363487,1.79639490551327,0.943953305619813,0.245913986593357,840,63,10,"SPEED",1,35.9691437,-77.4434709,3,27,1,1,"NORTH CAROLINA","Decoupled trends","Decoupled trends",0.585781826285133,0.585781826285133,0.16901495112188
1255.45201387148,1255.91355233302,"Gamma","log","timeperiod","bbs_rtrg_10_64",1.29138233877575e-11,2,1255.91355233302,0,1,56324.0880805304,122812.823899012,56324.0880805304,122812.823899012,2.18046715152171,2.18046715152171,0.764672081372073,0.584723392029898,1988,2018,30,28,0.64127224569123,0.928355181627175,0.35872775430877,0.071644818372825,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",74.7045703630889,71.5599447555104,71.5830602232529,71.169954216854,0.957905847094836,0.994228997683104,0.553124311623467,840,64,10,"WIMBLEDON",1,47.1679867,-98.4885929,37,11,1,1,"NORTH DAKOTA","Coupled trend","Coupled trend",0.0430057865354664,-0.0430057865354664,0.35872775430877
1186.16901716927,1186.63055563081,"Gamma","log","timeperiod","bbs_rtrg_10_7",1.46248557679865e-07,2,1186.63055563081,0,1,66825.4709875187,40955.5413909074,66825.4709875187,40955.5413909074,0.61287321713837,0.61287321713837,0.604476971939579,0.365392409605242,1988,2018,30,28,0.607430207875486,0.933314629976097,0.392569792124514,0.0666853700239031,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",56.7838526301203,55.2009737273259,60.0525122606563,61.4624074770781,0.972124489102475,1.0234777058169,0.468034038839188,840,7,10,"SOUTH BEND",1,34.0487397,-91.4995419,5,26,1,1,"ARKANSAS","Coupled trend","Coupled trend",0.02827140751432,-0.02827140751432,0.392569792124514
1282.49144556687,1282.70197188266,"Gamma","log","1","bbs_rtrg_10_72",NA,1,1282.70197188266,0,1,38001.7704618296,38001.7704618296,38001.7704618296,38001.7704618296,1,1,NA,NA,1989,2018,29,30,0.809249412912932,0.92464578388851,0.190750587087068,0.0753542161114895,"1989, 1990, 1991, 1992, 1993","2014, 2015, 2016, 2017, 2018",69.2192049024997,72.6117275728474,79.6682289078002,74.7561573234703,1.04901129209916,0.938343406754848,0.245973354543647,840,72,10,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,"PENNSYLVANIA","No trend","No trend",0.0478480939884016,0.0478480939884016,0.190750587087068
1420.81210714403,1421.01549697453,"Gamma","log","1","bbs_rtrg_10_81",NA,1,1421.01549697453,0,1,126755.846696984,126755.846696984,126755.846696984,126755.846696984,1,1,NA,NA,1988,2018,30,31,0.886313499873489,0.947736617103262,0.113686500126511,0.0522633828967385,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",158.523346412923,128.550687774997,139.895503827338,138.390762615143,0.810925902612146,0.989243820058347,0.199175157690442,840,81,10,"VOLGA",1,44.2320836,-96.9486732,37,11,1,1,"SOUTH DAKOTA","No trend","No trend",0.209578594500548,-0.209578594500548,0.113686500126511
1321.96011702318,1323.03154559461,"Gamma","log","timeperiod * source","bbs_rtrg_10_82",0.00183967869847593,4,1323.03154559461,0,1,54873.9314402209,49257.4524684313,73472.9453061133,37622.3207539295,0.512056793111833,0.897647592866422,0.540950856304026,0.292627828936058,1988,2018,30,31,0.779908596068958,0.931741608518081,0.220091403931042,0.0682583914819195,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",69.584960587755,110.336790937821,87.4056304865678,86.532572597626,1.58564135131863,0.990011422787277,0.391715528655192,840,82,10,"SILERTON",1,35.3431047,-88.8148959,4,27,1,1,"TENNESSEE","Decoupled trends","Decoupled trends",0.46098896354126,0.46098896354126,0.220091403931042
1235.83084422545,1236.9846903793,"Gamma","log","timeperiod * source","bbs_rtrg_10_87",0.000547371425997172,4,1236.9846903793,0,1,58943.9822647212,46268.6150384767,81059.510012893,35120.0144726252,0.433262111589857,0.784959096090275,0.737413364868125,0.543778470686131,1988,2018,30,29,0.877113865511802,0.936184743027006,0.122886134488198,0.0638152569729942,"1988, 1989, 1990, 1991, 1992","2014, 2015, 2016, 2017, 2018",54.6418895385985,84.5257747596179,68.5413434707736,68.9212732788326,1.54690431596275,1.00554307500875,0.357789308555569,840,87,10,"W RUTLAND",1,43.6132776,-73.0950522,27,14,1,1,"VERMONT","Decoupled trends","Decoupled trends",0.436255718328831,0.436255718328831,0.122886134488198
1324.40148569573,1325.55533184958,"Gamma","log","timeperiod * source","bbs_rtrg_10_91",0.00125564228623335,4,1325.55533184958,0,1,117642.941331702,125432.960655647,157166.455035637,96679.2771843767,0.615139389397407,1.06621748177802,0.478565262397651,0.229024710373733,1988,2018,30,29,0.839560973579876,0.939607297321217,0.160439026420124,0.0603927026787835,"1988, 1989, 1990, 1991, 1992","2013, 2014, 2016, 2017, 2018",98.3986922157715,136.630255661926,120.730406578213,118.180852911295,1.38853731269435,0.978882257260801,0.287172171622956,840,91,10,"DRESSER",1,45.3718767,-92.6673889,20,23,1,1,"WISCONSIN","Decoupled trends","Decoupled trends",0.328250900067933,0.328250900067933,0.160439026420124
